Block Type,96well,,,,
Chemistry,TAQMAN,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,,,
Instrument Type,steponeplus,,,,
Passive Reference,ROX,,,,
,,,,,
Well,Cycle,BLUE,GREEN,YELLOW,RED
B4,26,23488,9870,17472,30654
B5,26,18795,7527,11445,21137
B6,26,22389,9199,13398,24052
B7,26,20481,8350,15303,27469
B8,26,22972,9487,16906,30057
B9,26,23543,9882,16815,29847
B10,26,19410,7540,11983,22325
B11,26,17340,6631,10580,19788
B12,26,19961,7780,12020,21886
C1,26,19647,7802,11930,21976
C2,26,19658,7793,12126,22506
C3,26,24978,10602,18203,31978
C4,26,26834,11170,19963,34736
C5,26,21575,8947,13243,24031
C6,26,28082,11751,16721,29968
C7,26,20030,7870,12479,23156
C8,26,25327,10652,18544,32656
C9,26,24144,10124,17141,30252
C10,26,19939,7947,12375,22644
C11,26,18091,6987,11129,20711
C12,26,21814,8750,13093,23607
D1,26,20198,8014,12211,22362
D2,26,20229,8020,12409,22926
D3,26,23480,9916,17165,30410
D4,26,23809,9678,17860,31399
D5,26,20742,8531,12673,23189
D6,26,19182,7876,12622,23330
D7,26,16233,6060,9974,19007
D8,26,25360,10679,18551,32680
D9,26,25353,10469,18320,32333
D10,26,19429,7557,12001,22158
D11,26,17099,6427,10554,19929
D12,26,21830,8589,13035,23724
E1,26,19447,7696,11903,21981
E2,26,19468,7905,11887,22051
E3,26,22686,9444,16556,29548
E4,26,30047,12432,22030,38102
E5,26,23108,9523,14275,26145
E6,26,21043,8600,12727,22743
E7,26,13877,5325,8920,17011
E8,26,26117,11046,18861,32865
E9,26,23503,9608,17124,30456
E10,26,18873,7393,11676,21593
E11,26,18540,7076,11304,21227
E12,26,22035,8715,13085,23798
F1,26,20553,8152,12459,22832
F2,26,19026,7756,11795,21913
F3,26,23379,9863,17015,30096
F4,26,19925,8156,15447,26992
F5,26,20513,8521,12934,23609
F6,26,22369,9148,13515,24303
F7,26,19201,7985,12109,22589
F8,26,28825,12059,20512,35890
F9,26,25169,10339,18927,33055
F10,26,20867,8211,12809,23741
F11,26,19583,7650,12071,22475
F12,26,18452,7124,11127,20570
G1,26,16234,6328,10365,19473
G2,26,18560,7520,11487,21423
G3,26,23376,9517,14091,25315
G4,26,24759,10199,18754,32402
G5,26,25332,10726,18985,33440
G6,26,21737,8858,13050,23504
G7,26,18357,7504,11395,21350
G8,26,24542,10220,17889,31535
G9,26,24537,10024,18212,31736
G10,26,16882,6568,10549,19687
G11,26,16253,6098,10177,19548
G12,26,19980,7772,11495,20970
H1,26,12500,4795,8445,16158
H2,26,17654,7002,11012,20705
H3,26,21379,8726,13247,24091
H4,26,22328,9234,17198,29920
H5,26,25121,10711,18934,33518
H6,26,21105,8616,12915,23562
H7,26,17050,6978,10801,20336
H8,26,22572,9384,16642,29555
H9,26,22257,9223,17047,29975
H10,26,17021,6681,10594,19668
H11,26,12191,4434,7810,15212
H12,26,17750,6823,10266,18919
A1,27,17437,6946,10931,20558
A2,27,35377,14432,20724,37087
A3,27,21543,9122,15718,27704
A4,27,23425,9918,17298,30336
A5,27,18561,7575,11642,21430
A6,27,20540,8510,12481,22498
A7,27,19046,7811,14355,25832
A8,27,24214,10205,17722,31040
A9,27,20844,8509,15321,27474
A10,27,17683,6962,11029,20418
A11,27,17337,6718,10220,19092
A12,27,16636,6438,10220,18980
B1,27,17705,6971,11069,20766
B2,27,20193,7934,12440,23274
B3,27,24394,10304,17587,31072
B4,27,23563,9896,17406,30543
B5,27,18763,7516,11405,21016
B6,27,22527,9260,13449,24137
B7,27,20701,8457,15411,27637
B8,27,23078,9529,16882,30026
B9,27,23988,10090,16905,29923
B10,27,19494,7588,12005,22326
B11,27,17416,6656,10601,19829
B12,27,19906,7768,11970,21834
C1,27,19680,7813,11914,21946
C2,27,19748,7835,12142,22509
C3,27,24978,10598,18123,31847
C4,27,27032,11252,19990,34771
C5,27,21534,8929,13192,23964
C6,27,28101,11759,16724,29949
C7,27,20012,7862,12427,23060
C8,27,25406,10699,18497,32572
C9,27,24448,10286,17183,30261
C10,27,20093,8001,12412,22709
C11,27,18052,6958,11062,20608
C12,27,21880,8788,13127,23652
D1,27,20265,8047,12196,22328
D2,27,20255,8049,12374,22854
D3,27,23446,9925,17074,30287
D4,27,23997,9764,17887,31400
D5,27,20755,8505,12637,23122
D6,27,19176,7873,12637,23352
D7,27,16253,6099,9966,18966
D8,27,25419,10719,18495,32638
D9,27,25379,10476,18222,32139
D10,27,19544,7633,12046,22211
D11,27,17136,6450,10521,19879
D12,27,21887,8601,13057,23757
E1,27,19564,7740,11942,22024
E2,27,19306,7842,11783,21884
E3,27,22711,9461,16511,29496
E4,27,30046,12407,21866,37841
E5,27,23198,9574,14301,26145
E6,27,21007,8574,12660,22657
E7,27,13913,5359,8925,16983
E8,27,26164,11053,18814,32787
E9,27,23645,9666,17085,30356
E10,27,19037,7468,11742,21671
E11,27,18655,7148,11303,21206
E12,27,21965,8700,13001,23577
F1,27,20709,8219,12494,22913
F2,27,18792,7639,11629,21630
F3,27,23427,9888,16981,30069
F4,27,19853,8092,15316,26735
F5,27,20612,8550,12947,23578
F6,27,22287,9104,13442,24189
F7,27,19254,8028,12137,22621
F8,27,28852,12073,20409,35720
F9,27,25303,10400,18876,33004
F10,27,20936,8247,12844,23740
F11,27,19751,7732,12093,22514
F12,27,18450,7113,11049,20382
G1,27,16270,6339,10338,19427
G2,27,18717,7594,11553,21550
G3,27,23428,9542,14064,25268
G4,27,24887,10272,18780,32469
G5,27,25409,10784,18948,33385
G6,27,21813,8891,13051,23512
G7,27,18339,7517,11381,21301
G8,27,24748,10324,17943,31603
G9,27,24687,10090,18171,31675
G10,27,16877,6574,10522,19665
G11,27,16383,6170,10189,19507
G12,27,21082,8281,11705,21017
H1,27,12513,4822,8450,16154
H2,27,17626,6992,10982,20673
H3,27,21415,8742,13242,24091
H4,27,22375,9251,17150,29833
H5,27,25232,10757,18907,33485
H6,27,21156,8625,12898,23539
H7,27,17088,6989,10817,20329
H8,27,22660,9408,16606,29509
H9,27,22322,9247,17019,29900
H10,27,17047,6693,10586,19617
H11,27,12255,4463,7822,15232
H12,27,18904,7348,10456,18972
A1,28,17493,6982,10944,20562
A2,28,35467,14476,20715,37106
A3,28,21585,9143,15663,27624
A4,28,23692,10047,17330,30390
A5,28,18618,7584,11664,21459
A6,28,20598,8542,12487,22467
A7,28,19206,7876,14365,25832
A8,28,24411,10303,17700,30979
A9,28,20947,8536,15259,27378
A10,28,17840,7045,11044,20378
A11,28,17457,6780,10252,19121
A12,28,16612,6450,10208,18952
B1,28,17703,6977,11070,20738
B2,28,20347,7998,12470,23277
B3,28,24523,10357,17584,31059
B4,28,23825,10035,17494,30672
B5,28,18970,7602,11504,21176
B6,28,22524,9255,13417,24082
B7,28,20728,8474,15315,27513
B8,28,23240,9588,16844,29970
B9,28,24615,10391,16970,29901
B10,28,19575,7603,11995,22303
B11,28,17469,6686,10584,19744
B12,28,19921,7771,11978,21820
C1,28,19958,7950,12019,22098
C2,28,19852,7892,12134,22470
C3,28,24942,10586,18017,31712
C4,28,27244,11337,19911,34585
C5,28,21681,9004,13253,24043
C6,28,28199,11810,16737,29964
C7,28,20230,7955,12480,23130
C8,28,25583,10779,18478,32518
C9,28,24961,10530,17240,30232
C10,28,20191,8059,12424,22676
C11,28,18239,7032,11102,20608
C12,28,21897,8789,13097,23603
D1,28,20472,8159,12265,22416
D2,28,20380,8083,12407,22840
D3,28,23599,9977,17133,30328
D4,28,24126,9824,17782,31211
D5,28,20831,8566,12652,23171
D6,28,19181,7894,12646,23370
D7,28,16270,6075,9933,18908
D8,28,25497,10766,18460,32565
D9,28,25801,10675,18332,32266
D10,28,19634,7675,12032,22173
D11,28,17377,6554,10589,19929
D12,28,21863,8594,13001,23676
E1,28,19711,7815,11956,21998
E2,28,19421,7885,11825,21954
E3,28,22856,9550,16537,29552
E4,28,30243,12521,21853,37781
E5,28,23336,9638,14323,26165
E6,28,21119,8631,12696,22702
E7,28,13932,5372,8920,16965
E8,28,26291,11118,18786,32760
E9,28,24047,9854,17155,30437
E10,28,19116,7500,11719,21614
E11,28,18893,7268,11344,21209
E12,28,22252,8828,13070,23657
F1,28,20749,8243,12464,22777
F2,28,19002,7741,11754,21847
F3,28,23500,9926,16966,30039
F4,28,20139,8241,15390,26850
F5,28,20824,8664,13013,23645
F6,28,22367,9157,13475,24220
F7,28,19244,8012,12090,22536
F8,28,29046,12160,20416,35704
F9,28,25680,10587,18963,33080
F10,28,20985,8268,12825,23684
F11,28,19912,7801,12093,22449
F12,28,18681,7224,11117,20474
G1,28,16357,6381,10359,19454
G2,28,18677,7563,11508,21440
G3,28,23590,9605,14089,25264
G4,28,24996,10305,18721,32329
G5,28,25577,10863,18937,33333
G6,28,21955,8962,13090,23519
G7,28,18420,7549,11421,21374
G8,28,24932,10394,17922,31542
G9,28,24900,10173,18114,31553
G10,28,16975,6610,10534,19642
G11,28,16713,6310,10257,19551
G12,28,23151,9244,12063,21131
H1,28,12502,4789,8437,16103
H2,28,17728,7047,11015,20690
H3,28,21527,8810,13255,24103
H4,28,22494,9320,17123,29754
H5,28,25402,10853,18907,33446
H6,28,21301,8697,12919,23540
H7,28,17182,7035,10838,20366
H8,28,22815,9494,16615,29497
H9,28,22450,9319,16994,29888
H10,28,17092,6699,10556,19584
H11,28,12372,4504,7835,15195
H12,28,21048,8348,10880,19133
A1,29,17660,7047,10961,20585
A2,29,35635,14562,20727,37090
A3,29,21674,9190,15657,27611
A4,29,24087,10244,17351,30323
A5,29,18630,7609,11637,21387
A6,29,20699,8594,12500,22453
A7,29,19475,8007,14390,25833
A8,29,24798,10485,17737,30930
A9,29,21275,8693,15299,27380
A10,29,18166,7201,11102,20398
A11,29,17659,6867,10258,19074
A12,29,16601,6433,10182,18896
B1,29,17744,6977,11055,20694
B2,29,20587,8121,12519,23271
B3,29,24553,10364,17539,30969
B4,29,24269,10245,17524,30668
B5,29,18896,7574,11378,20988
B6,29,22647,9320,13448,24101
B7,29,20894,8543,15264,27389
B8,29,23595,9757,16900,29983
B9,29,25956,11012,17230,30028
B10,29,19786,7731,12031,22278
B11,29,17781,6832,10653,19817
B12,29,19930,7766,11961,21806
C1,29,20248,8091,12121,22206
C2,29,20104,7998,12171,22476
C3,29,25207,10719,18110,31861
C4,29,27726,11584,19906,34492
C5,29,21567,8941,13157,23875
C6,29,28316,11876,16758,29965
C7,29,20453,8082,12569,23228
C8,29,25997,10974,18522,32523
C9,29,25976,11005,17385,30291
C10,29,20427,8166,12464,22669
C11,29,18436,7121,11097,20527
C12,29,22001,8842,13139,23647
D1,29,20779,8301,12310,22444
D2,29,20587,8186,12415,22821
D3,29,23703,10033,17055,30231
D4,29,24637,10059,17830,31197
D5,29,20861,8578,12627,23103
D6,29,19285,7949,12671,23392
D7,29,16572,6222,10064,19082
D8,29,25819,10911,18502,32623
D9,29,26269,10889,18363,32211
D10,29,19823,7769,12074,22187
D11,29,17567,6653,10576,19851
D12,29,21961,8636,13060,23748
E1,29,20019,7960,12004,22041
E2,29,19360,7857,11752,21847
E3,29,22974,9595,16528,29535
E4,29,30894,12830,22026,37993
E5,29,23612,9784,14380,26221
E6,29,21158,8654,12672,22641
E7,29,14140,5442,8942,17018
E8,29,26579,11276,18830,32781
E9,29,24639,10145,17225,30437
E10,29,19432,7649,11769,21628
E11,29,19321,7462,11396,21208
E12,29,22731,9053,13184,23798
F1,29,21012,8360,12516,22803
F2,29,18946,7728,11713,21766
F3,29,23589,9966,16940,30007
F4,29,20552,8425,15484,26947
F5,29,21132,8817,13061,23676
F6,29,22367,9157,13422,24128
F7,29,19314,8055,12113,22571
F8,29,29374,12315,20442,35680
F9,29,26283,10859,19021,33048
F10,29,21164,8350,12837,23703
F11,29,20373,8020,12186,22518
F12,29,19167,7462,11230,20547
G1,29,16550,6508,10393,19466
G2,29,18791,7625,11535,21510
G3,29,23830,9719,14128,25265
G4,29,25294,10438,18720,32271
G5,29,25937,11032,18969,33357
G6,29,22132,9063,13100,23529
G7,29,18363,7497,11364,21282
G8,29,25354,10603,17964,31550
G9,29,25524,10477,18218,31584
G10,29,17101,6673,10544,19616
G11,29,17278,6590,10319,19532
G12,29,27091,11065,12863,21466
H1,29,12506,4803,8406,16089
H2,29,17799,7082,11017,20699
H3,29,21665,8857,13277,24093
H4,29,22809,9460,17159,29777
H5,29,25751,11022,18916,33417
H6,29,21453,8774,12940,23525
H7,29,17246,7065,10828,20290
H8,29,23069,9618,16616,29459
H9,29,22662,9403,16994,29833
H10,29,17236,6775,10580,19581
H11,29,12602,4620,7878,15238
H12,29,24948,10169,11618,19375
A1,30,17906,7182,10989,20578
A2,30,35904,14697,20766,37062
A3,30,21898,9295,15666,27568
A4,30,24913,10640,17459,30313
A5,30,18810,7695,11682,21456
A6,30,20883,8684,12518,22453
A7,30,19892,8205,14428,25795
A8,30,25611,10867,17842,30934
A9,30,21911,9013,15396,27448
A10,30,18827,7519,11213,20417
A11,30,18089,7074,10323,19087
A12,30,16600,6440,10168,18888
B1,30,17833,7031,11042,20651
B2,30,21077,8319,12582,23310
B3,30,24630,10390,17448,30817
B4,30,24932,10554,17562,30553
B5,30,19209,7730,11503,21137
B6,30,22824,9402,13475,24114
B7,30,21345,8766,15343,27441
B8,30,24160,10046,16958,29956
B9,30,28397,12164,17659,30161
B10,30,20261,7924,12098,22323
B11,30,18204,7024,10695,19754
B12,30,19906,7762,11950,21802
C1,30,20589,8251,12160,22178
C2,30,20591,8235,12262,22511
C3,30,25466,10862,18147,31873
C4,30,28956,12166,20217,34771
C5,30,21716,9009,13190,23902
C6,30,28552,11989,16788,29958
C7,30,20849,8263,12634,23253
C8,30,26694,11309,18591,32486
C9,30,27969,11969,17806,30530
C10,30,20923,8390,12574,22723
C11,30,19086,7437,11242,20634
C12,30,22107,8898,13122,23610
D1,30,21284,8538,12391,22449
D2,30,21064,8411,12502,22862
D3,30,24151,10250,17186,30391
D4,30,25803,10609,18078,31343
D5,30,21137,8711,12741,23269
D6,30,19479,8056,12708,23419
D7,30,16811,6349,10098,19077
D8,30,26262,11127,18566,32630
D9,30,27261,11373,18508,32237
D10,30,20266,7963,12160,22225
D11,30,18164,6915,10717,19970
D12,30,21970,8643,13044,23694
E1,30,20523,8194,12059,22006
E2,30,19472,7904,11827,21944
E3,30,23190,9699,16538,29523
E4,30,32055,13370,22293,38202
E5,30,24065,10004,14482,26307
E6,30,21406,8766,12736,22688
E7,30,14351,5555,8999,17032
E8,30,27060,11501,18882,32831
E9,30,25844,10721,17451,30540
E10,30,20069,7945,11917,21714
E11,30,20243,7891,11581,21302
E12,30,23441,9396,13282,23762
F1,30,21493,8593,12586,22810
F2,30,19088,7793,11803,21889
F3,30,23775,10074,16936,29984
F4,30,21187,8724,15586,26981
F5,30,21654,9049,13111,23623
F6,30,22651,9285,13522,24258
F7,30,19348,8080,12099,22499
F8,30,30048,12610,20526,35717
F9,30,27431,11392,19184,33069
F10,30,21590,8548,12947,23795
F11,30,21206,8409,12352,22558
F12,30,20052,7864,11438,20700
G1,30,16878,6626,10426,19451
G2,30,18766,7629,11517,21442
G3,30,24334,9958,14223,25326
G4,30,25869,10714,18782,32252
G5,30,26667,11384,19128,33500
G6,30,22534,9257,13178,23561
G7,30,18422,7548,11403,21335
G8,30,26095,10942,18033,31494
G9,30,26608,10989,18343,31560
G10,30,17384,6792,10577,19610
G11,30,18441,7134,10526,19590
G12,30,33845,14222,14150,21964
H1,30,12530,4825,8395,16087
H2,30,17924,7154,11019,20673
H3,30,21997,9014,13335,24136
H4,30,23393,9750,17245,29820
H5,30,26460,11353,19011,33452
H6,30,21871,8965,13020,23582
H7,30,17465,7188,10869,20347
H8,30,23593,9872,16684,29459
H9,30,23119,9619,17044,29844
H10,30,17483,6898,10615,19578
H11,30,13036,4817,7927,15226
H12,30,31646,13279,12908,19827
A1,31,18412,7412,11117,20634
A2,31,36472,14950,20829,37050
A3,31,22291,9483,15702,27591
A4,31,26516,11392,17731,30414
A5,31,19023,7799,11699,21440
A6,31,21262,8871,12605,22464
A7,31,20818,8662,14581,25843
A8,31,27179,11600,18087,30971
A9,31,22961,9492,15553,27403
A10,31,20103,8108,11448,20518
A11,31,18950,7476,10492,19171
A12,31,16580,6428,10157,18867
B1,31,18032,7133,11088,20658
B2,31,21983,8758,12751,23347
B3,31,25061,10607,17549,30930
B4,31,26394,11246,17811,30596
B5,31,19540,7887,11558,21153
B6,31,23162,9546,13534,24131
B7,31,22094,9126,15431,27388
B8,31,25292,10580,17120,29956
B9,31,32807,14247,18504,30486
B10,31,21135,8345,12276,22377
B11,31,19032,7409,10821,19785
B12,31,19949,7772,11934,21810
C1,31,21419,8652,12337,22297
C2,31,21530,8681,12428,22564
C3,31,25875,11049,18193,31861
C4,31,30981,13124,20534,34852
C5,31,21907,9126,13232,23916
C6,31,28976,12194,16858,30002
C7,31,21608,8617,12792,23341
C8,31,28118,11983,18822,32515
C9,31,31414,13554,18379,30628
C10,31,21841,8834,12743,22795
C11,31,20253,7987,11497,20780
C12,31,22406,9044,13204,23672
D1,31,22341,9008,12607,22552
D2,31,21950,8822,12663,22902
D3,31,24591,10465,17196,30279
D4,31,27847,11577,18476,31586
D5,31,21467,8871,12791,23256
D6,31,19895,8259,12776,23444
D7,31,17401,6623,10230,19222
D8,31,27002,11470,18636,32558
D9,31,29242,12285,18843,32325
D10,31,20963,8284,12256,22218
D11,31,19297,7464,10972,20143
D12,31,22135,8720,13050,23710
E1,31,21663,8729,12330,22157
E2,31,19415,7882,11766,21838
E3,31,23579,9886,16577,29498
E4,31,33816,14168,22520,38182
E5,31,24840,10369,14624,26307
E6,31,21773,8935,12804,22728
E7,31,14879,5805,9105,17097
E8,31,27871,11876,18984,32777
E9,31,28016,11725,17810,30584
E10,31,21140,8442,12088,21749
E11,31,22087,8739,11967,21509
E12,31,25100,10167,13666,24023
F1,31,22436,9011,12749,22863
F2,31,18945,7736,11676,21720
F3,31,24113,10211,16958,29950
F4,31,22343,9269,15735,26967
F5,31,22774,9591,13362,23757
F6,31,23024,9465,13615,24330
F7,31,19564,8173,12167,22595
F8,31,31257,13196,20705,35722
F9,31,29743,12496,19639,33278
F10,31,22130,8787,12983,23723
F11,31,22929,9205,12723,22792
F12,31,21470,8546,11687,20759
G1,31,17481,6909,10520,19450
G2,31,18962,7702,11585,21531
G3,31,25273,10403,14425,25409
G4,31,27065,11294,19020,32396
G5,31,27871,11935,19281,33467
G6,31,23241,9575,13308,23606
G7,31,18427,7542,11378,21287
G8,31,27663,11691,18319,31637
G9,31,28815,12013,18780,31743
G10,31,17966,7064,10672,19618
G11,31,20590,8127,10931,19697
G12,31,44653,19229,16269,22804
H1,31,12566,4837,8408,16075
H2,31,18192,7268,11058,20678
H3,31,22519,9280,13432,24149
H4,31,24423,10217,17408,29833
H5,31,27830,12000,19229,33498
H6,31,22573,9319,13153,23624
H7,31,17802,7327,10925,20338
H8,31,24570,10341,16854,29486
H9,31,23953,10016,17156,29846
H10,31,17981,7133,10704,19592
H11,31,13861,5224,8106,15287
H12,31,42152,18174,14959,20651
A1,32,19354,7850,11293,20674
A2,32,37672,15500,21094,37180
A3,32,23048,9854,15844,27623
A4,32,29503,12802,18275,30595
A5,32,19482,8016,11803,21445
A6,32,21975,9208,12733,22531
A7,32,22447,9434,14852,25871
A8,32,30135,12996,18634,31160
A9,32,25018,10469,15892,27506
A10,32,22483,9247,11903,20690
A11,32,20541,8236,10831,19337
A12,32,16575,6429,10138,18830
B1,32,18474,7341,11175,20724
B2,32,23672,9536,13043,23422
B3,32,25630,10854,17607,30866
B4,32,29155,12528,18301,30797
B5,32,20176,8181,11672,21150
B6,32,23808,9884,13684,24228
B7,32,23630,9846,15732,27520
B8,32,27528,11633,17539,30100
B9,32,40432,17857,20015,31124
B10,32,22773,9102,12572,22463
B11,32,20861,8244,11213,19987
B12,32,19957,7775,11947,21771
C1,32,22937,9347,12642,22433
C2,32,23369,9546,12795,22731
C3,32,26819,11487,18372,31974
C4,32,34803,14898,21242,35093
C5,32,22304,9296,13308,23971
C6,32,29776,12562,17018,30060
C7,32,22892,9236,12987,23353
C8,32,30875,13285,19356,32762
C9,32,37396,16366,19426,30843
C10,32,23526,9616,13043,22886
C11,32,22408,8977,11917,20983
C12,32,22852,9239,13263,23655
D1,32,24242,9910,12946,22663
D2,32,23690,9640,12991,23061
D3,32,25700,10971,17425,30414
D4,32,31379,13204,19080,31730
D5,32,22051,9143,12885,23288
D6,32,20731,8658,12905,23461
D7,32,18357,7081,10448,19341
D8,32,28619,12235,18911,32674
D9,32,32774,13925,19436,32446
D10,32,22452,9001,12553,22384
D11,32,21328,8404,11363,20298
D12,32,22267,8783,13055,23638
E1,32,23625,9645,12666,22246
E2,32,19486,7935,11778,21878
E3,32,24252,10194,16657,29461
E4,32,37150,15744,23101,38358
E5,32,26379,11082,14928,26464
E6,32,22341,9200,12860,22688
E7,32,15754,6215,9277,17145
E8,32,29617,12670,19300,32915
E9,32,32068,13618,18550,30849
E10,32,23289,9463,12531,21958
E11,32,25264,10215,12593,21728
E12,32,27809,11414,14161,24185
F1,32,24156,9836,13061,22938
F2,32,19104,7802,11763,21861
F3,32,24745,10496,17028,29936
F4,32,24606,10342,16156,27107
F5,32,24852,10563,13749,23906
F6,32,23401,9638,13617,24223
F7,32,19838,8329,12212,22618
F8,32,33674,14323,21150,35909
F9,32,33779,14375,20352,33482
F10,32,23378,9397,13252,23840
F11,32,25938,10605,13282,22988
F12,32,24289,9831,12245,20980
G1,32,18727,7499,10768,19540
G2,32,19035,7762,11546,21453
G3,32,26998,11210,14727,25548
G4,32,29333,12348,19424,32559
G5,32,30146,12998,19648,33538
G6,32,24598,10201,13547,23704
G7,32,18404,7541,11377,21223
G8,32,30551,13047,18858,31808
G9,32,32774,13859,19490,31999
G10,32,19052,7580,10861,19640
G11,32,24691,10067,11741,20023
G12,32,59827,26279,19270,24070
H1,32,12642,4868,8421,16048
H2,32,18736,7519,11167,20677
H3,32,23609,9776,13655,24234
H4,32,26447,11182,17753,29942
H5,32,30359,13173,19662,33608
H6,32,23887,9928,13392,23704
H7,32,18395,7610,11030,20364
H8,32,26436,11213,17167,29598
H9,32,25551,10770,17437,29929
H10,32,18998,7609,10896,19668
H11,32,15470,5980,8411,15395
H12,32,56102,24674,17658,21667
A1,33,21034,8642,11554,20691
A2,33,39848,16518,21500,37341
A3,33,24423,10482,16054,27638
A4,33,34889,15352,19323,31000
A5,33,20385,8437,11964,21542
A6,33,23344,9846,12974,22619
A7,33,25598,10943,15453,26119
A8,33,35453,15541,19632,31491
A9,33,28956,12346,16698,27863
A10,33,26781,11263,12754,20986
A11,33,23444,9592,11381,19503
A12,33,16560,6427,10140,18839
B1,33,19268,7714,11305,20732
B2,33,26942,11088,13682,23663
B3,33,26860,11462,17806,30948
B4,33,34126,14880,19239,31151
B5,33,21388,8761,11893,21240
B6,33,24888,10370,13847,24233
B7,33,26323,11138,16165,27563
B8,33,31633,13567,18312,30418
B9,33,52444,23530,22375,32088
B10,33,25798,10536,13123,22666
B11,33,24071,9751,11822,20260
B12,33,19945,7780,11930,21753
C1,33,25465,10549,13063,22465
C2,33,26610,11038,13392,22894
C3,33,28278,12175,18555,31893
C4,33,41658,18097,22538,35594
C5,33,22946,9609,13419,23987
C6,33,31306,13271,17296,30153
C7,33,25577,10473,13515,23599
C8,33,35755,15586,20238,33039
C9,33,47726,21224,21485,31765
C10,33,26720,11123,13643,23088
C11,33,26223,10765,12664,21275
C12,33,23842,9693,13459,23760
D1,33,27747,11543,13636,22921
D2,33,26785,11096,13581,23261
D3,33,27636,11912,17765,30528
D4,33,37698,16152,20233,32137
D5,33,23167,9685,13115,23363
D6,33,22582,9550,13323,23675
D7,33,20113,7901,10803,19481
D8,33,31572,13625,19455,32871
D9,33,39102,16905,20621,32848
D10,33,25118,10240,13042,22505
D11,33,25081,10143,12110,20601
D12,33,22662,8963,13127,23670
E1,33,27351,11388,13385,22522
E2,33,19533,7960,11814,21901
E3,33,25601,10830,16863,29499
E4,33,43277,18589,24221,38743
E5,33,29046,12340,15421,26608
E6,33,23682,9842,13137,22844
E7,33,17457,7034,9628,17316
E8,33,32796,14169,19914,33158
E9,33,39070,16918,19851,31286
E10,33,27098,11257,13227,22196
E11,33,31012,12884,13682,22180
E12,33,32604,13655,15045,24379
F1,33,27482,11380,13696,23165
F2,33,19163,7839,11791,21908
F3,33,25980,11077,17247,29990
F4,33,28739,12280,16896,27339
F5,33,28608,12343,14462,24172
F6,33,24640,10228,13919,24460
F7,33,20249,8507,12249,22562
F8,33,38011,16365,21927,36150
F9,33,41030,17761,21706,33986
F10,33,25625,10446,13632,23930
F11,33,31380,13134,14336,23434
F12,33,28998,12051,13087,21175
G1,33,21073,8617,11237,19728
G2,33,19350,7891,11598,21448
G3,33,30240,12726,15369,25782
G4,33,33365,14207,20139,32792
G5,33,34416,15025,20459,33836
G6,33,27178,11408,14052,23893
G7,33,18481,7558,11359,21260
G8,33,35753,15480,19856,32176
G9,33,39838,17147,20854,32579
G10,33,21223,8594,11288,19821
G11,33,31472,13234,13024,20442
G12,33,77012,34260,22530,25210
H1,33,12813,4956,8434,16049
H2,33,19764,8010,11366,20763
H3,33,25593,10725,14026,24355
H4,33,30159,12899,18417,30164
H5,33,35002,15377,20524,33912
H6,33,26417,11125,13878,23917
H7,33,19560,8170,11242,20433
H8,33,29946,12866,17830,29852
H9,33,28564,12191,17975,30105
H10,33,20812,8462,11198,19734
H11,33,18443,7368,8990,15621
H12,33,72455,32298,20865,22953
A1,34,24359,10208,12221,20953
A2,34,43821,18350,22194,37544
A3,34,27075,11745,16565,27862
A4,34,43773,19540,20989,31564
A5,34,21996,9216,12246,21564
A6,34,25873,11061,13479,22798
A7,34,31099,13558,16503,26496
A8,34,44451,19817,21375,32142
A9,34,35627,15483,17950,28287
A10,34,34227,14787,14226,21587
A11,34,28719,12057,12410,19904
A12,34,16524,6416,10101,18776
B1,34,20775,8420,11603,20832
B2,34,32765,13803,14822,24107
B3,34,29242,12571,18318,31221
B4,34,42520,18818,20816,31702
B5,34,23682,9840,12311,21311
B6,34,27034,11394,14252,24392
B7,34,31448,13558,17148,27971
B8,34,38722,16920,19671,30942
B9,34,68312,31037,25430,33196
B10,34,31375,13140,14211,23098
B11,34,29679,12353,12900,20669
B12,34,19921,7770,11909,21728
C1,34,30404,12855,14041,22882
C2,34,32566,13821,14550,23357
C3,34,31328,13590,19149,32163
C4,34,52852,23354,24676,36430
C5,34,24251,10222,13663,24105
C6,34,34252,14650,17882,30410
C7,34,30237,12686,14432,23945
C8,34,44210,19604,21889,33693
C9,34,62379,28091,24278,32796
C10,34,32528,13834,14772,23545
C11,34,32714,13754,13840,21669
C12,34,25521,10490,13754,23811
D1,34,34022,14458,14849,23371
D2,34,32492,13755,14711,23758
D3,34,31085,13518,18328,30611
D4,34,48343,21132,22306,33016
D5,34,25336,10716,13530,23541
D6,34,25915,11127,13971,23965
D7,34,23250,9378,11386,19694
D8,34,36884,16133,20417,33177
D9,34,49822,21916,22675,33697
D10,34,30132,12596,14061,22976
D11,34,31245,12989,13221,20926
D12,34,23410,9306,13238,23687
E1,34,33859,14409,14654,23014
E2,34,19718,8029,11856,21972
E3,34,28225,12058,17363,29714
E4,34,53913,23518,26242,39575
E5,34,34070,14697,16405,27037
E6,34,26058,10964,13602,23034
E7,34,20530,8484,10203,17508
E8,34,38367,16811,20932,33502
E9,34,50422,22232,22025,32123
E10,34,33848,14394,14511,22666
E11,34,40082,17084,15368,22716
