Block Type,96well,,
Chemistry,TAQMAN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.3\experiments\qPCR_brk_2024-11-08.eds,,
Experiment Run End Time,2024-11-08 12:46:44 PM EST,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,FAM,ROX
C10,34,15684.65527,21547.99414
C11,34,15831.65332,19610.15625
C12,34,12053.92871,22270.73438
D1,34,16467.03125,21189.82617
D2,34,15345.75391,21764.13672
D3,34,14785.91602,29041.33398
D4,34,23609.22852,30532.23633
D5,34,12008.89941,22024.4668
D6,34,12307.66992,22467.5918
D7,34,10976.10742,18206.69531
D8,34,17647.18164,31278.90039
D9,34,24317.92969,30967.26172
D10,34,14437.94238,21108.45898
D11,34,15080.16699,18936.24609
D12,34,10920.64258,22254.49609
E1,34,16400.38867,20833.0957
E2,34,8841.748047,20775.95313
E3,34,13307.77441,28286.67188
E4,34,26223.98438,36902.37109
E5,34,16387.64844,24995.92383
E6,34,12375.51563,21528.79688
E7,34,9729.694336,16220.72168
E8,34,18406.65625,31556.91797
E9,34,24692.43164,29308.32031
E10,34,16388.62305,20540.5918
E11,34,19592.4707,20154.94336
E12,34,20181.72852,22536.95703
F1,34,16177.43555,21559.95313
F2,34,8605.243164,20760.19922
F3,34,13370.7041,28740.38086
F4,34,17390.27734,26137.10938
F5,34,17252.13086,22610.57227
F6,34,12581.34082,23048.75781
F7,34,9844.553711,21338.24609
F8,34,22022.49414,34294.92969
F9,34,25839.29883,32089.44531
F10,34,14285.46094,22388.92578
F11,34,19596.71484,21383.86328
F12,34,18278.72266,19461.67578
G1,34,12163.14063,18444.22852
G2,34,8914.734375,20251.71289
G3,34,17418.44141,23990.44141
G4,34,19613.21094,31486.49805
G5,34,20254.32031,32260.07031
G6,34,15309.20508,22354.00977
G7,34,8534.261719,20113.83594
G8,34,21638.8418,30465.45898
G9,34,25010.23438,30682.76172
G10,34,12035.50879,18587.20313
G11,34,20852.43945,18585.97656
G12,34,48055.47656,20410.36719
H1,34,5986.60498,15257.45215
H2,34,9909.152344,19564.96094
H3,34,14016.49121,22891.61719
H4,34,17733.32227,28991.4668
H5,34,20846.34766,32336.91406
H6,34,14882.49902,22383.45313
H7,34,10222.9248,19243.81445
H8,34,17373.22852,28415.22852
H9,34,16291.73535,28894.02344
H10,34,11559.00488,18435.30273
H11,34,11339.39746,14409.24609
H12,34,44950.37891,18420.14844
A1,35,14610.40234,19489.91602
A2,35,24196.11523,35047.50391
A3,35,15229.65332,26556.26172
A4,35,28357.64844,29618.5918
A5,35,11981.69629,20338.00391
A6,35,14677.43945,21388.94336
A7,35,19566.61719,25010.60938
A8,35,28763.25586,29960.49609
A9,35,22647.98633,26496.29492
A10,35,22464.38867,19550.04883
A11,35,18336.5625,18267.99023
A12,35,7604.521484,17744.34766
B1,35,11164.18945,19507.0918
B2,35,20373.70313,22161.27344
B3,35,15894.89746,29726.99414
B4,35,27402.49219,29816.65234
B5,35,13439.23828,19932.05859
B6,35,14893.32129,22985.03516
B7,35,19333.59961,26355.3418
B8,35,24483.13867,28950.04688
B9,35,43967.57813,29481.91406
B10,35,19770.1582,21190.62695
B11,35,19039.61523,18885.42578
B12,35,9197.952148,20494.38281
C1,35,18933.39648,21053.55078
C2,35,20412.05859,21484.60156
C3,35,17640.45508,30765.02344
C4,35,34258.61328,33807.44922
C5,35,12751.77246,22804.41016
C6,35,18954.32617,28392.30469
C7,35,18674.875,22244.77148
C8,35,28194.07227,31412.75391
C9,35,40525.51563,29485.17578
C10,35,20586.14258,21632.49023
C11,35,21598.22461,20077.11719
C12,35,13780.32031,22335.77734
D1,35,21790.75586,21369.08984
D2,35,20190.95117,21891.51172
D3,35,18116.81836,29251.56055
D4,35,31433.74414,30670.56641
D5,35,14011.56348,22015.625
D6,35,15254.07422,22501.33398
D7,35,13982.78613,18405.51758
D8,35,22294.34961,31288.68164
D9,35,32351.85938,31129.30273
D10,35,18779.31445,21212.29688
D11,35,20601.80664,19368.70313
D12,35,11686.04102,22217.17578
E1,35,21890.31445,21027.36719
E2,35,8893.179688,20745.04492
E3,35,15671.4209,28223.09766
E4,35,34597.26953,37215.44531
E5,35,20658.87109,25070.19727
E6,35,14575.81934,21474.95508
E7,35,12510.27539,16304.65039
E8,35,23313.75,31635.65039
E9,35,32868.73438,29419.81836
E10,35,21993.80273,20710.14648
E11,35,26813.72852,20494.81055
E12,35,27015.18945,22697.39063
F1,35,21281.76563,21717.25586
F2,35,8615.479492,20691.5957
F3,35,15590.54395,28750.14063
F4,35,23307.73438,26463.67188
F5,35,22813.08984,22741.79492
F6,35,14493.41602,23108.94922
F7,35,10587.07715,21338.02344
F8,35,28441.61523,34346.84375
F9,35,34297.35938,32134.80469
F10,35,18147.69727,22497.93555
F11,35,26645.1875,21685.50195
F12,35,24733.19531,19620.79688
G1,35,15863.83691,18500.43945
G2,35,9393.545898,20312.20508
G3,35,22517.36914,24103.0293
G4,35,25497.0918,31488.03906
G5,35,26393.17969,32398.66992
G6,35,19468.37695,22514.55664
G7,35,8576.280273,20156.79102
G8,35,28591.15039,30594.68945
G9,35,33374.54297,30849.10547
G10,35,15551.24902,18640.91797
G11,35,28182.32031,18720.78906
G12,35,56441.79688,20531.32813
H1,35,6318.608398,15256.1416
H2,35,11746.67188,19627.85156
H3,35,17416.51172,22992.4707
H4,35,23168.21094,29085.68555
H5,35,27321.48047,32505.63281
H6,35,18951.93359,22487.62305
H7,35,12108.29102,19318.71484
H8,35,22581.29492,28513.44141
H9,35,20927.63672,28932.94922
H10,35,14738.34961,18477.45508
H11,35,15549.84863,14547.23828
H12,35,52659.63281,18598.48438
A1,36,19378.54297,19643.21875
A2,36,30594.93555,35112.33203
A3,36,19189.99414,26575.29688
A4,36,37284.375,29844.69531
A5,36,14858.9502,20475.06055
A6,36,18533.86328,21454.88086
A7,36,26167.0293,25223.75977
A8,36,37958.97266,30174.61719
A9,36,30129.01172,26621.41797
A10,36,30103.76367,19749.60156
A11,36,24708.3125,18376.71875
A12,36,7614.025391,17747.0625
B1,36,13767.28711,19558.46484
B2,36,27594.21289,22339.58203
B3,36,19626.57422,29818.25977
B4,36,36293.5,30077.34766
B5,36,17373.28906,20222.89258
B6,36,18273.50391,23075.05078
B7,36,25876.21484,26565.13281
B8,36,32629.98633,29153.79102
B9,36,54231.95703,29747.46289
B10,36,26736.2793,21356.88281
B11,36,25581.52148,18987.06641
B12,36,9199.202148,20475.56641
C1,36,25472.02148,21266.33203
C2,36,27533.55078,21646.39844
C3,36,22053.5957,30645.63281
C4,36,45114.94531,34112.78516
C5,36,15007.28125,22754.97852
C6,36,23562.69141,28535.1875
C7,36,25101.59961,22415.63672
C8,36,37396.69141,31675.36719
C9,36,50840.42969,29670.00781
C10,36,27770.82422,21808.01953
C11,36,28871.92578,20033.1582
C12,36,16849.04688,22382.78516
D1,36,29346.36719,21558.46289
D2,36,27175.61914,21957.65039
D3,36,23226.84961,29245.7207
D4,36,41325.8125,30846.55664
D5,36,17558.47461,22109.00195
D6,36,19911.21094,22578.27734
D7,36,18599.50391,18446.65039
D8,36,29375.13672,31418.25781
D9,36,42630.49219,31386.72461
D10,36,25326.95508,21363.67773
D11,36,27784.04102,19411.63672
D12,36,13167.95215,22247.24023
E1,36,29421.67383,21169.75391
E2,36,8940.831055,20643.56055
E3,36,19740.55859,28341.08203
E4,36,45650.84766,37319.12891
E5,36,27336.25391,25283.85156
E6,36,18425.98242,21600.90625
E7,36,16864.44727,16392.64063
E8,36,30714.13086,31763.99219
E9,36,42963.32031,29736.28516
E10,36,29697.63086,20849.58984
E11,36,35555.375,20621.76758
E12,36,36169.21484,22944.53906
F1,36,28582.34375,21822.87891
F2,36,8531.404297,20457.73438
F3,36,19372.70117,28841.95313
F4,36,31028.01758,26570.30273
F5,36,30578.45898,22953.18359
F6,36,17776.14453,23049.60352
F7,36,11850.6123,21395.46875
F8,36,37716.00391,34557.90625
F9,36,44834.59375,32370.11133
F10,36,24331.40625,22689.74414
F11,36,35433.87891,21844.80273
F12,36,33019.47656,19813.91016
G1,36,21456.60156,18636.70313
G2,36,10173.0127,20428.70508
G3,36,30180.54688,24283.125
G4,36,33758.64453,31598.94727
G5,36,34981.54688,32563.82617
G6,36,25758.85352,22572.08594
G7,36,8583.227539,20090.88281
G8,36,37821.63281,30788.3457
G9,36,43619.66406,31007.23242
G10,36,21036.43945,18795.24609
G11,36,36667.38281,18942.55664
G12,36,63426.32422,20723.20117
H1,36,6911.820313,15248.88574
H2,36,14891.12402,19685.14453
H3,36,22907.90234,23144.44922
H4,36,30832.53125,29227.57227
H5,36,36059.15625,32695.375
H6,36,25190.04688,22640.8125
H7,36,15038.56348,19373.88281
H8,36,30047.7168,28665.33203
H9,36,27814.30078,29053.86914
H10,36,19746.33789,18549.92383
H11,36,21202.82617,14678.71777
H12,36,58512.15625,18667.30469
A1,37,25975.21094,19802.39063
A2,37,40344.67188,35374.70703
A3,37,25014.92188,26763.64453
A4,37,47277.87891,30062.13281
A5,37,19436.5332,20525.95117
A6,37,24146.52148,21596.36719
A7,37,34238.98047,25371.16992
A8,37,48363.69141,30430.93555
A9,37,39087.22266,26836.32813
A10,37,38723.05859,19977.75391
A11,37,32498.24805,18509.61719
A12,37,7589.783203,17689.84766
B1,37,17998.96289,19629.04688
B2,37,36611.82031,22548.00586
B3,37,25495.4043,30075.96094
B4,37,46464.82031,30290.04297
B5,37,23077.26172,20207.80469
B6,37,23202.68164,23109.48047
B7,37,34282.4375,26790.50586
B8,37,42473.46875,29360.23828
B9,37,63999.94531,30011.26953
B10,37,35433.22656,21567.94531
B11,37,33516.23828,19138.92188
B12,37,9215.257813,20466.76953
C1,37,33939.19531,21503.78906
C2,37,36268.46875,21838.67188
C3,37,28827.33984,30808.16406
C4,37,57092.71875,34389.35938
C5,37,18915.66211,22772.88672
C6,37,30580.47461,28721.09766
C7,37,33674.73438,22568.43359
C8,37,48194.94922,31915.00977
C9,37,60913.75391,29877.32422
C10,37,36652.03125,21968.66211
C11,37,37501.26953,20132.62891
C12,37,21825.03711,22478.35352
D1,37,38536.65234,21764.72852
D2,37,36157.06641,22231.66406
D3,37,30604.70898,29370.86328
D4,37,52383.24609,31111.6582
D5,37,23170.22852,22238.60547
D6,37,26488.19141,22933.73633
D7,37,25222.63672,18597.28516
D8,37,38776.82422,31631.55469
D9,37,53758.52734,31500.67969
D10,37,33874.66797,21581.54688
D11,37,36155.98047,19523.47266
D12,37,15778.24609,22253.53125
E1,37,38491.24219,21412.91406
E2,37,9109.374023,20725.44922
E3,37,25894.32422,28538.52734
E4,37,58548.44141,37550.10156
E5,37,36388.5625,25590.59766
E6,37,24359.96484,21717.07031
E7,37,22863.51172,16588.35547
E8,37,40423.19922,31951.93555
E9,37,53551.09766,29911.43164
E10,37,39004.36719,21150.47852
E11,37,44871.57031,20740.40625
E12,37,46373.78906,23027.21875
F1,37,37686.63672,21982.76563
F2,37,8688.216797,20681.42188
F3,37,25199.29102,28932.03906
F4,37,39816.86719,26669.79688
F5,37,39705.53516,23167.78906
F6,37,23379.19922,23276.19922
F7,37,13788.73438,21451.50977
F8,37,49103.77344,34683.45313
F9,37,56244.71875,32684.63672
F10,37,32781.86328,22885.5918
F11,37,45035.83203,21986.10938
F12,37,42206.25781,20007.41406
G1,37,28786.68359,18841.87109
G2,37,11318.98828,20356.05469
G3,37,40129,24472.16602
G4,37,44034.84375,31938.80469
G5,37,45541.02344,32919.42969
G6,37,34220.21875,22821.69141
G7,37,8620.966797,20096.17188
G8,37,48454.96875,31038.6875
G9,37,54570.78906,31205.06445
G10,37,28289.00195,18928.37305
G11,37,45156.66016,19156.34375
G12,37,67856.21094,20724.98828
H1,37,8027.558105,15271.64551
H2,37,19911.99609,19814.28516
H3,37,30769.28711,23336.90625
H4,37,40202.76953,29427.11719
H5,37,46432.53906,32947.91016
H6,37,33560.01953,22875.45117
H7,37,19004.58789,19507.37109
H8,37,39364.32422,28887.34961
H9,37,36669.32031,29276.97852
H10,37,26579.44727,18708.48047
H11,37,27690.89453,14784.83594
H12,37,62596.86719,18759.36719
A1,38,33857.82813,19974.43164
A2,38,53205.63672,35712.39453
A3,38,32470.36133,26918.2168
A4,38,57390.25781,30350.60547
A5,38,26109.81836,20772.20898
A6,38,30916.00195,21763.97461
A7,38,43120.42969,25658.38281
A8,38,58686.82813,30797.54297
A9,38,48655.50391,27097.91211
A10,38,47402.30469,20259.55469
A11,38,40817.5625,18710.12109
A12,38,7588.461426,17640.30078
B1,38,24233.3457,19745.15039
B2,38,46540.48438,22788.05078
B3,38,33458.38281,30176.47266
B4,38,56997.56641,30477.35938
B5,38,30985.86328,20587.66797
B6,38,29363.42578,23269.80273
B7,38,43727.71484,26979.26172
B8,38,52938.13672,29621.51172
B9,38,72450.59375,30201.41016
B10,38,44967.77734,21782.15234
B11,38,41884.17578,19299.39453
B12,38,9204.473633,20467.59961
C1,38,43205.01172,21690.57813
C2,38,45577.92969,22040.29492
C3,38,37626.45703,31131.41406
C4,38,69082.74219,34709.89063
C5,38,25148.94727,23027.7793
C6,38,39592.36328,28953.77344
C7,38,43733.81641,22871.70313
C8,38,59422.75,32191.5918
C9,38,70001.44531,30129.14063
C10,38,46339.96875,22209.66797
C11,38,46361.42969,20282.37305
C12,38,29177.67773,22651.28516
D1,38,48131.23438,21960.31641
D2,38,45837.00391,22402.61719
D3,38,39737.40234,29585.26172
D4,38,63697.62109,31565.03516
D5,38,31103.34375,22612.00391
D6,38,34200.96875,23165.5957
D7,38,33343.19922,18821.2832
D8,38,49762.50781,31922.40039
D9,38,64912.50781,31764.40625
D10,38,43445.67188,21746.61328
D11,38,44909.15234,19726.99023
D12,38,20396.7168,22422.17578
E1,38,47778.96094,21609.19531
E2,38,9269.179688,20633.71484
E3,38,34040.74219,28735.86328
E4,38,72482.21875,38110.90234
E5,38,47047.11328,25847.01563
E6,38,32318.41602,21952.89844
E7,38,29999.17578,16848.42969
E8,38,51679.04688,32242.26953
E9,38,63722.36328,30143.04297
E10,38,48522.52344,21332.77734
E11,38,53980.98828,20943.17969
E12,38,57101.65625,23454.71484
F1,38,47489.52734,22159.16406
F2,38,8726.396484,20635.44922
F3,38,33146.89063,29081.70313
F4,38,49008.20703,26928.33203
F5,38,49032.76953,23392.84766
F6,38,31217.96094,23366.90039
F7,38,16507.7207,21607.63281
F8,38,61780.98438,35037.56641
F9,38,67169.45313,32952.55078
F10,38,42693.85156,23063.32422
F11,38,54528.73047,22224
F12,38,51266.55078,20284.64258
G1,38,37001.60938,19124.43359
G2,38,13115.4502,20420.7207
G3,38,51464.98828,24771.23438
G4,38,54571.82813,32070.50781
G5,38,56928.66406,33316.95703
G6,38,43727.55469,22988.49414
G7,38,8687.757813,20095.17969
G8,38,59210.58594,31257.44922
G9,38,65236.73828,31440.15039
G10,38,36645.5625,19078.31641
G11,38,52936.78906,19400.56445
G12,38,71244.07031,20910.3418
H1,38,10015.64551,15331.66797
H2,38,26781.64453,19969.55664
H3,38,40630.68359,23610.69922
H4,38,50384.15234,29697.40234
H5,38,57444.95703,33330.92188
H6,38,43162.08984,23085.07422
H7,38,23591.34961,19621.41406
H8,38,49533.00391,29150.8418
H9,38,46604.61328,29505.82422
H10,38,34476.58984,18906.97266
H11,38,34253.89844,14929.03516
H12,38,65216.57422,18775.90625
A1,39,42311.99609,20280.26172
A2,39,67789.4375,36099.05859
A3,39,40746.26953,27127.77344
A4,39,66720.60156,30616.78125
A5,39,34338.48828,20992.57031
A6,39,37907.82031,21938.41406
A7,39,51623.39063,25833.66602
A8,39,67695.33594,30998.47266
A9,39,57792.34375,27412.04297
A10,39,54964.89844,20408.01758
A11,39,48686.52344,18896.125
A12,39,7589.707031,17634.01953
B1,39,32093.02734,19981.43359
B2,39,55978.50391,22969.08203
B3,39,43082.80859,30420.75
B4,39,67093.71875,30810.97266
B5,39,39716.59375,20841.78516
B6,39,35952.95703,23441.36328
B7,39,53140.94922,27222.02344
B8,39,62943.29688,29854.19336
B9,39,79550.42188,30451.22461
B10,39,54117.91016,22016.69531
B11,39,50141.72656,19618.375
B12,39,9207.402344,20455.53125
C1,39,52740.03125,22036.23047
C2,39,54466.31641,22252.95313
C3,39,47352.8125,31312.40039
C4,39,79872.67969,34940.17969
C5,39,33313.70313,23133.30469
C6,39,49256.45313,29197.89844
C7,39,53965.80078,23161.35156
C8,39,70048.59375,32495.26758
C9,39,77440.47656,30420.26563
C10,39,55556.02734,22405.98438
C11,39,54562.87109,20455.07422
C12,39,38260.59375,22860.36719
D1,39,57309.58203,22191.2832
D2,39,55353.28125,22632.20703
D3,39,49772.41406,29919.51953
D4,39,73424.71094,31689.45117
D5,39,40397.31641,22870.09961
D6,39,42429.27344,23462.57031
D7,39,42040.63672,19136.125
D8,39,60957.14063,32199.45703
D9,39,74663.14063,31939.75195
D10,39,52912.10547,21950.05664
D11,39,52916.67188,19911.05859
D12,39,27254.14844,22455.86719
E1,39,56541.89844,21830.73438
E2,39,9626.400391,20726.56055
E3,39,43358.71484,28874.98242
E4,39,84859.29688,38220.45703
E5,39,58584.26172,26122.71484
E6,39,41595.72266,22251.57617
E7,39,37133.25781,16989.10938
E8,39,62911.60156,32447.90625
E9,39,72422.125,30268.33984
E10,39,57348.77344,21554.48047
E11,39,61977.90234,21163.7168
E12,39,65921.46094,23541.16602
F1,39,56790.10156,22272.5
F2,39,8908.47168,20807.65625
F3,39,42511.67969,29265.27344
F4,39,57185.67188,27205.84766
F5,39,57394.63672,23628.3457
F6,39,41219.63672,23732.51563
F7,39,19767.94727,21565.69336
F8,39,73889.38281,35277.23438
F9,39,76366.66406,33087.1875
F10,39,52950.76172,23290.35547
F11,39,63028.16016,22473.89453
F12,39,58528.62891,20333.75781
G1,39,45084.24219,19343.86328
G2,39,15440.26855,20320.80859
G3,39,62666.77344,25041.79297
G4,39,64445.33984,32367.67969
G5,39,67746.16406,33413.35156
G6,39,53135.19531,23168.63672
G7,39,8805.923828,20200.61133
G8,39,68919.33594,31448.18945
G9,39,74483.23438,31625.17578
G10,39,45042.44141,19274.17383
G11,39,59016.34375,19476.79102
G12,39,73545.89063,20869.46484
H1,39,13295.33398,15399.31055
H2,39,34951.83984,20172.73242
H3,39,51262.14844,23903.06641
H4,39,60100.26953,29918.66211
H5,39,67737.40625,33512.24609
H6,39,53007.74609,23371.49023
H7,39,28602.24609,19860.19922
H8,39,59427.28516,29359.61914
H9,39,56426.35547,29710.46094
H10,39,42245.30469,19089.66797
H11,39,40100.81641,15072.16895
H12,39,67365.42188,18839.39844
A1,40,49956.65234,20321.12891
A2,40,82360.97656,36408.64063
A3,40,48987.28516,27277.66211
A4,40,74452.46875,30758.9082
A5,40,43319.57422,21248.7207
A6,40,44772.02344,22103.125
A7,40,59203.36719,26028.86328
A8,40,74970.25781,31175.23828
A9,40,65555.70313,27516.19531
A10,40,61207.26172,20554.96484
A11,40,55859.87891,19161.38086
A12,40,7595.946777,17629.12305
B1,40,40807.46094,20176.85156
B2,40,64626.67188,23191.69922
B3,40,53534.05078,30764.16797
B4,40,75667.17188,30942.65234
B5,40,48212.05859,20982.69336
B6,40,42632.93359,23578.32813
B7,40,62024.34766,27624.69922
B8,40,71631.6875,30019.42578
B9,40,84608.19531,30614.90625
B10,40,62220.57813,22267.58594
B11,40,56608.36328,19557.65234
B12,40,9186.578125,20383.26172
C1,40,60640.23438,22075.9375
C2,40,62256.50391,22494.64453
C3,40,56761.87891,31395.06641
C4,40,88944.92188,35215.53906
C5,40,43100.46484,23510.96094
C6,40,58872.24219,29463.58594
C7,40,62990.78906,23254.93359
C8,40,79110.02344,32696.97852
C9,40,82480.34375,30320.12109
C10,40,63488.38672,22586.41797
C11,40,61826.44531,20735.57422
C12,40,48009.83203,23030.64844
D1,40,64905.32422,22301.52344
D2,40,64136.91016,22955.41797
D3,40,58921.30078,29919.36719
D4,40,81988.17188,31984.60547
D5,40,50062.59375,23291.20313
D6,40,50359.29297,23704.89453
D7,40,50139.72656,19230.38672
D8,40,71462.66406,32468.76563
D9,40,82376.74219,31971.875
D10,40,61440.02344,22146.32422
D11,40,59749.96875,20102.64453
D12,40,36417.41016,22610.91406
E1,40,63824.01172,21928.3418
E2,40,10155.22852,20792.86328
E3,40,52871.92578,29053.58203
E4,40,95673.97656,38312.89844
E5,40,70079.24219,26538.94141
E6,40,50591.43359,22374.44141
E7,40,43919.43359,17187.96484
E8,40,73519.67969,32746.85156
E9,40,79115.125,30273.11328
E10,40,64720.125,21703.55859
E11,40,68167.05469,21307.86133
E12,40,73101.94531,23738.33203
F1,40,64988.14063,22456.99609
F2,40,9030.416992,20755.89063
F3,40,52467.66406,29544.73047
F4,40,62955.49609,27127.25586
F5,40,64624.33984,23854.94922
F6,40,51687.97266,23912.48438
F7,40,23659.54688,21780.93359
F8,40,84752.4375,35515.125
F9,40,83285.42969,33127.72656
F10,40,62755.51172,23609.32617
F11,40,69829.64063,22668.71875
F12,40,64400.39063,20582.31055
G1,40,52435.24609,19560.35547
G2,40,18525.49023,20530.28906
G3,40,72571.98438,25224.14844
G4,40,72282.59375,32698.18555
G5,40,77522.97656,33660.42188
G6,40,61992.625,23462.91016
G7,40,8914.354492,20103.52539
G8,40,76693.77344,31523.23438
G9,40,81857.36719,31844.91406
G10,40,52610.07031,19421.77539
G11,40,63748.6875,19637.48828
G12,40,75745.8125,20875.33984
H1,40,18152.9082,15576.09473
H2,40,43408.43359,20392.9375
H3,40,61601.03125,24172.89453
H4,40,68630.71094,30103.61133
H5,40,76768.125,33761.42188
H6,40,62070.12891,23578.17969
H7,40,33692.57031,19925.67188
H8,40,68343.61719,29582.16992
H9,40,65165.83594,29884.52344
H10,40,48970.23438,19267.21875
H11,40,44851.64063,15162.07324
H12,40,69495.11719,18898.08398
